,upid,assembly_acc,assembly_version,wgs_acc,wgs_version,assembly_name,assembly_level,study_ref,description,total_length,ungapped_length,circular,ncbi_id,scientific_name,common_name,kingdom,num_rfam_regions,num_families,is_reference,is_representative,created,updated,_dlt_load_id,_dlt_id
1432,UP000002058,GCA_000003515.2,2,AAIW01000000,1,ASM351v2,,PRJNA15634,ASM351v2 assembly for Uncinocarpus reesii 1704,22349738,22168071,0,336963,Uncinocarpus reesii 1704,,eukaryota,209,45,0,1,2018-03-12T16:59:17.000Z,2024-09-10T04:55:53.000Z,1731962247.2272599,rKkieDcb5pngcw
1433,UP000002059,GCA_000150705.2,2,ABKH02000000,2,Paracocci_br_Pb01_V2,,PRJNA28731,Paracocci_br_Pb01_V2 assembly for Paracoccidioides lutzii Pb01,32925248,32625232,0,502779,Paracoccidioides lutzii Pb01,,eukaryota,153,43,0,1,2018-03-12T16:59:17.000Z,2024-09-10T04:44:23.000Z,1731962247.2272599,4J4rX0+DYoCPdw
1434,UP000002060,GCA_000859885.1,1,,0,ViralProj15197,,,Variola virus DNA complete genome,185578,0,0,587200,"Variola virus India-1967, ssp. major",,viruses,1,1,1,1,2018-03-12T16:48:04.000Z,2018-06-18T13:54:54.000Z,1731962247.2272599,GheyEp5TM9CPrg
1435,UP000002061,GCA_000092305.1,1,,0,ASM9230v1,,PRJNA32611,ASM9230v1 assembly for Methanocaldococcus infernus ME,1328194,1328194,0,573063,Methanocaldococcus infernus ME,,archaea,0,0,0,1,2018-03-12T16:48:04.000Z,2024-09-10T04:55:59.000Z,1731962247.2272599,oFy4pqg64IV+Rg
1436,UP000002066,GCA_000176115.2,2,,,ASM17611v2,complete-genome,PRJNA33771,ASM17611v2 assembly for Streptomyces pratensis ATCC 33331,7656104,7656104,0,591167,Streptomyces pratensis ATCC 33331,,bacteria,0,0,0,0,2017-04-05T18:03:05.000Z,2024-09-10T04:56:00.000Z,1731962247.2272599,TWZTUHiYUJcj5w
1437,UP000002071,GCA_000023945.1,1,,,ASM2394v1,complete-genome,PRJNA29305,"Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2) is a pleomorphic, aerobic, extremely halophilic archaeon, originally isolated from sediment of Great Salt Lake, Utah, USA. H.utahensis grows optimally at 27% (w/v) NaCl at temperatures between 17 and 55 degrees Celsius, with optimal growth occurring at 50 degrees Celsius. It is able to grow over a pH range of 5.5-8.5 at 30 degrees Celsius in presence of 27% NaCl, and its optimal pH is between 6.7 and 7.1. Only a few carbohydrates (such as glucose, xylose and fructose) supporte its growth. H.utahensis only uses a limited range of substrates for growth and is unique in its inability to utilize yeast extract or peptone for growth. The polar lipids present comprise the corresponding diether derivatives of phosphatidyl glycerol (PG), methylatedphosphatidyl glycerophosphate (MePGP), a triglycosyl glycolipid (TGD) and a sulfated triglycosyl glycolipid (S-TGD). This composition indicates that H.utahensis is a member of the family Halobacteriaceae, but is chemically distinctive from any other aerobic, halophilic species and constitutes a member of a novel taxon within this family. H.utahensis is susceptible to bacitracin and novobiocin but resistant to ampicillin, carbenicillin, chloramphenicol, erythromycin, gentamicin, kanamycin, nalidixic acid, neomycin, penicillin, polymyxins, rifampicin, streptomycin and tetracycline. (Adaptated from PMID: 10826803).",3116795,,,519442,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),,archaea,0,0,0,1,2024-06-27T09:26:43.000Z,2024-09-02T20:20:47.000Z,1731962247.2272599,uDomn8ddBeck9g
1438,UP000002072,GCA_000024565.1,1,,,ASM2456v1,complete-genome,PRJNA29309,ASM2456v1 assembly for Streptobacillus moniliformis DSM 12112,1673280,1673280,0,519441,Streptobacillus moniliformis DSM 12112,,bacteria,67,21,0,1,2017-04-04T18:37:56.000Z,2024-09-10T04:44:25.000Z,1731962247.2272599,eZhtYfqZVGF4uA
1439,UP000002077,GCA_000022905.1,1,,,ASM2290v1,complete-genome,PRJNA37279,ASM2290v1 assembly for Corynebacterium aurimucosum ATCC 700975,2819226,2819226,0,548476,Corynebacterium aurimucosum ATCC 700975,,bacteria,74,18,0,1,2017-04-04T18:34:40.000Z,2024-09-10T04:44:33.000Z,1731962247.2272599,RqiOOKcdnhKxEA
1440,UP000002079,,0,,0,,,,Xanthomonas oryzae phage OP1 DNA,43785,0,0,329254,Xanthomonas virus OP1,,viruses,0,0,0,1,2018-03-12T16:50:38.000Z,2018-06-16T11:41:29.000Z,1731962247.2272599,VpeYfGCdEMYnsQ
1441,UP000002080,,0,,0,,,,Enterobacteria phage phiEcoM-GJ1,52975,0,0,451705,Enterobacteria phage phiEcoM-GJ1,,viruses,1,1,0,1,2018-03-12T16:45:55.000Z,2018-06-16T11:41:03.000Z,1731962247.2272599,gRd9cB+f3RF+TQ
1442,UP000002082,,0,,0,,,,Pseudomonas phage LUZ24,45625,0,0,484895,Pseudomonas phage LUZ24,,viruses,2,1,1,1,2018-03-12T16:45:55.000Z,2018-06-16T11:40:34.000Z,1731962247.2272599,0qfmQHdapvjd2g
1443,UP000002083,,0,,0,,,,Pseudomonas phage YuA,58663,0,0,462590,Pseudomonas phage YuA,,viruses,0,0,1,1,2018-03-12T16:45:55.000Z,2018-06-16T11:40:34.000Z,1731962247.2272599,4kfo9w7AmF701Q
1444,UP000002084,GCA_000018625.1,1,,,ASM1862v1,complete-genome,PRJNA13030,"ASM1862v1 assembly for Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",4600800,4600800,0,41514,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-",,bacteria,293,161,1,0,2017-04-04T18:15:44.000Z,2024-09-09T21:20:24.000Z,1731962247.2272599,EfeAQeaFCJg8kg
1445,UP000002089,,0,,0,,,,"Pseudomonas phage LKA1 complete genome, specific host Pseudomonas aeruginosa",41593,0,0,386793,Bacteriophage LKA1,,viruses,0,0,0,1,2018-03-12T16:38:15.000Z,2018-06-16T11:40:53.000Z,1731962247.2272599,JrElGVV59MGFrQ
1446,UP000002091,,0,,0,,,,Bacteriophage PSA complete genome,37618,0,0,171618,Listeria phage PSA,,viruses,2,2,0,1,2018-03-12T16:56:07.000Z,2019-01-10T14:58:38.000Z,1731962247.2272599,bLSdDh/IQMds/A
1447,UP000002092,,0,,0,,,,"Bacteriophage T3 complete genome, strain Luria",38208,0,0,10759,Bacteriophage T3,,viruses,0,0,0,1,2018-03-12T17:02:14.000Z,2018-06-16T11:41:34.000Z,1731962247.2272599,0rTiFoGeemnkNA
1448,UP000002093,,0,,0,,,,Bacteriophage Mx8,49534,0,0,49964,Myxococcus phage Mx8,,viruses,0,0,0,1,2018-03-12T16:43:34.000Z,2018-06-16T11:40:45.000Z,1731962247.2272599,hbC0kJgsMikxMQ
1449,UP000002094,,0,,0,,,,Bacteriophage VSKK,6834,0,0,180503,Vibrio phage VSKK,,viruses,0,0,0,1,2018-03-12T16:56:07.000Z,2018-06-16T11:40:45.000Z,1731962247.2272599,+cGsg3HDikS+ZQ
1450,UP000002095,,0,,0,,,,Bacteriophage phi3626,33507,0,0,190478,Bacteriophage phi3626,,viruses,0,0,0,1,2018-03-12T16:56:07.000Z,2018-06-16T11:40:45.000Z,1731962247.2272599,A7KQTYaXZFEbkw
1451,UP000002097,,0,,0,,,,Staphylococcus aureus phage phi 11,43604,0,0,12360,Bacteriophage phi-11,,viruses,1,1,0,1,2018-03-12T16:56:07.000Z,2019-01-10T14:56:04.000Z,1731962247.2272599,Rf43W6NPvmp28g
1452,UP000002098,,0,,0,,,,Pseudomonas phage phiKZ,280334,0,0,169683,Pseudomonas phage phiKZ,,viruses,10,2,1,1,2018-03-12T16:56:07.000Z,2018-06-16T11:41:35.000Z,1731962247.2272599,5nAMxmUITati7A
1453,UP000002099,,0,,0,,,,Staphylococcus aureus phage phi 13,42722,0,0,186153,Bacteriophage phi-13,,viruses,3,3,0,1,2018-03-12T17:02:23.000Z,2018-06-16T11:40:46.000Z,1731962247.2272599,wQVPqBfOkeNc4Q
1454,UP000002100,,0,,0,,,,Bacillus anthracis phage W Beta,40867,0,0,359961,Bacillus virus Wbeta,,viruses,0,0,1,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,g30sDZ3DDSho0Q
1455,UP000002101,,0,,0,,,,Spiroplasma phage 4 replicative form,4421,0,0,10855,Spiroplasma virus 4 SpV4,,viruses,0,0,1,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,CCq8lxABnRlhzA
1456,UP000002102,,0,,0,,,,Phage BP-4795 complete genome,57930,0,0,196242,Phage BP-4795,,viruses,5,4,0,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,1ieLD3Zp8l8apA
1457,UP000002103,,0,,0,,,,Bacteriophage 77,41708,0,0,259901,Staphylococcus virus 77,,viruses,1,1,1,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,2Zy9W8DquoKAMQ
1458,UP000002104,,0,,0,,,,Vibriophage VP5,39786,0,0,260827,Vibrio phage VP5,,viruses,0,0,0,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,yku7vG7yr21cCA
1459,UP000002105,,0,,0,,,,Enterobacteria phage K1-5,44385,0,0,187764,Escherichia virus K1-5,,viruses,0,0,0,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,TDyVQFdgrr0yXQ
1460,UP000002106,,0,,0,,,,Enterobacteria phage ST104 DNA,41391,0,0,221029,Enterobacteria phage ST104,,viruses,0,0,0,1,2018-03-12T16:44:04.000Z,2018-06-16T11:40:16.000Z,1731962247.2272599,OxjWIJFTXwGspw
1461,UP000002107,,0,,0,,,,Bacteriophage T5,121750,0,0,10726,Bacteriophage T5,,viruses,21,1,1,1,2018-03-12T16:44:04.000Z,2024-09-09T21:18:30.000Z,1731962247.2272599,Mzd6BO9QnLpSKg
1462,UP000002110,,0,,0,,,,Burkholderia cenocepacia phage BcepB1A,47399,0,0,279530,Burkholderia phage BcepB1A,,viruses,0,0,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,v2XWAfRJ1O7PSg
1463,UP000002111,GCA_000845205.1,1,,0,ViralProj14549,,,Phage M13 genome,6407,0,0,1977402,Enterobacteria phage M13 Bacteriophage M13,,viruses,0,0,1,1,2018-03-12T16:54:52.000Z,2018-06-18T13:54:59.000Z,1731962247.2272599,LbvgtCNTp+iaIA
1464,UP000002112,,0,,0,,,,Thermus phage IN93 DNA,19604,0,0,1714273,Thermus virus IN93,,viruses,0,0,0,1,2018-03-12T16:51:23.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,dbYCqjRvQ1L4tA
1465,UP000002113,,0,,0,,,,Vibrio phage Vf33 DNA,7965,0,0,127509,Vibrio virus Vf33,,viruses,0,0,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,CR5rZOx5nEuTuQ
1466,UP000002114,,0,,0,,,,Bacteriophage Lc-Nu,36466,0,0,146269,Bacteriophage Lc-Nu,,viruses,1,1,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,CklR0+TXnkmMYQ
1467,UP000002115,,0,,0,,,,Vibrio cholerae phage KSF-1phi,7107,0,0,292443,Vibrio phage KSF1,,viruses,0,0,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,8GG57fIME1NYCg
1468,UP000002116,,0,,0,,,,Bacteriophage B3,38439,0,0,151599,Bacteriophage B3,,viruses,0,0,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,dC55ceL1cUMaEQ
1469,UP000002117,,0,,0,,,,Lactobacillus plantarum bacteriophage LP65,131522,0,0,298338,Lactobacillus virus LP65,,viruses,0,0,0,1,2018-03-12T16:51:24.000Z,2024-09-10T04:55:51.000Z,1731962247.2272599,jzS2lsk5FemAGg
1470,UP000002118,,0,,0,,,,Pseudomonas aeruginosa phage F116,65195,0,0,280701,Pseudomonas virus F116,,viruses,0,0,1,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,dTns4aNFvv0Jrw
1471,UP000002119,,0,,0,,,,Salmonella phage SS3e,40793,0,0,293644,Phage KS7,,viruses,0,0,0,1,2018-03-12T16:54:52.000Z,2018-06-16T11:40:23.000Z,1731962247.2272599,F4PQm1bHxxoSEA
1472,UP000002121,,0,,0,,,,Bacteriophage Pf1 5 and 8 genes for ssDNA binding protein and major coat protein,7349,0,0,10871,Bacteriophage Pf1,,viruses,0,0,0,1,2018-03-12T16:43:23.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,X1qPThMQfUjxRQ
1473,UP000002123,,0,,0,,,,Mycobacterium phage L5 complete genome,52297,0,0,31757,Mycobacteriophage L5,,viruses,3,1,1,1,2018-03-12T16:43:23.000Z,2018-06-16T11:41:45.000Z,1731962247.2272599,y7Gfkgd5jX/NdA
1474,UP000002124,,0,,0,,,,Bacteriophage phi-C31 complete genome,41491,0,0,10719,Bacteriophage phi-C31,,viruses,2,1,1,1,2018-03-12T16:44:46.000Z,2018-06-16T11:40:19.000Z,1731962247.2272599,Uejh2tVuLMslmQ
1475,UP000002125,,0,,0,,,,Chlamydia phage Chp1 DNA,4877,0,0,2003327,Chlamydia phage 1 Bacteriophage Chp1,,viruses,0,0,1,1,2018-03-12T16:43:23.000Z,2018-06-16T11:40:30.000Z,1731962247.2272599,HFyiEuD8HesFNA
1476,UP000002126,,0,,0,,,,Group II RNA coliphage GA genome,3466,0,0,12018,Bacteriophage GA,,viruses,0,0,0,1,2018-03-12T16:44:54.000Z,2018-06-16T11:41:23.000Z,1731962247.2272599,nnhkILdi/QxBtA
1477,UP000002127,GCA_000847485.1,1,,0,ViralProj14659,,,phage MS2 genome.,3569,0,0,329852,Escherichia phage MS2 Bacteriophage MS2,,viruses,1,1,1,1,2018-03-12T16:43:23.000Z,2018-06-18T13:54:52.000Z,1731962247.2272599,ce+vtzD2FGoKBQ
1478,UP000002128,,0,,0,,,,Lactococcus phage bIL67,22195,0,0,36343,Lactococcus virus bIL67,,viruses,0,0,0,1,2018-03-12T16:43:23.000Z,2018-06-16T11:41:45.000Z,1731962247.2272599,BlTAnJLDrLe1VA
1479,UP000002130,,0,,0,,,,Xanthomonas phage Cf1c unknown gene.,7308,0,0,10862,Xanthomonas virus Cf1c,,viruses,0,0,0,1,2018-03-12T16:54:02.000Z,2018-06-16T11:40:25.000Z,1731962247.2272599,F3DXPFKdve8CDg
1480,UP000002131,,0,,0,,,,Mycobacteriophage D29,49136,0,0,28369,Mycobacteriophage D29,,viruses,0,0,0,1,2018-03-12T16:54:02.000Z,2024-09-10T04:53:16.000Z,1731962247.2272599,PiDbj75Jv7JPOw
1481,UP000002132,,0,,0,,,,Bacteriophage N15,46375,0,0,40631,Escherichia phage N15 Bacteriophage N15,,viruses,3,3,1,1,2018-03-12T16:54:02.000Z,2018-06-16T11:41:53.000Z,1731962247.2272599,71jr5ivf0Y4ybw
1482,UP000002133,,0,,0,,,,Mycobacteriophage TM4,52797,0,0,88870,Mycobacteriophage TM4,,viruses,0,0,1,1,2018-03-12T16:54:02.000Z,2018-06-16T11:41:17.000Z,1731962247.2272599,4C+9EmcLE+6Vzw
1483,UP000002134,,0,,0,,,,Streptococcus thermophilus bacteriophage Sfi21,40739,0,0,64186,Streptococcus virus Sfi21,,viruses,0,0,0,1,2018-03-12T16:54:48.000Z,2018-06-16T11:41:53.000Z,1731962247.2272599,v9Oz3nOm5mHdxw
1484,UP000002135,,0,,0,,,,Bacteriophage 933W,61670,0,0,10730,Bacteriophage 933W,,viruses,8,6,0,1,2018-03-12T16:54:03.000Z,2018-06-16T11:41:56.000Z,1731962247.2272599,Uejj2K/+xOw6mw
1485,UP000002136,,0,,0,,,,Alteromonas phage PM2,10079,0,0,10661,Bacteriophage PM2,,viruses,0,0,1,1,2018-03-12T16:54:03.000Z,2018-06-16T11:41:17.000Z,1731962247.2272599,XebU/NCXEE/+qQ
1486,UP000002137,,0,,0,,,,Coliphage alpha3 complete genome,6087,0,0,10849,Enterobacteria phage alpha3,,viruses,0,0,0,1,2018-03-12T16:54:03.000Z,2018-06-16T11:41:53.000Z,1731962247.2272599,G4Ssc04dabRLqQ
1487,UP000002138,,0,,0,,,,Bacteriophage PP7 complete genome,3588,0,0,12023,Bacteriophage PP7,,viruses,0,0,0,1,2018-03-12T16:54:03.000Z,2018-06-16T11:41:53.000Z,1731962247.2272599,vJK4VasQhZwPrg
1488,UP000002139,GCA_000067165.1,1,,,ASM6716v1,complete-genome,PRJNA28111,ASM6716v1 assembly for Sorangium cellulosum So ce56,13033779,13033779,0,448385,Sorangium cellulosum So ce56,,bacteria,98,22,0,1,2017-04-04T18:30:00.000Z,2023-11-06T17:24:42.000Z,1731962247.2272599,JshZilVjA22jEA
1489,UP000002140,,0,,0,,,,Genome of phage G4 (coliphage).,5577,0,0,10843,Enterobacteria phage G4,,viruses,0,0,1,1,2018-03-12T16:45:28.000Z,2018-06-16T11:40:44.000Z,1731962247.2272599,ZiKx+E/xlINP5A
1490,UP000002142,GCA_002630705.1,1,,,ASM263070v1,complete-genome,PRJNA485481,,7878,,,745349,Spiroplasma phage SVGII3,,viruses,0,0,0,1,2024-06-28T19:33:27.000Z,2024-09-02T20:20:47.000Z,1731962247.2272599,D/QewNOpKJ+W+w
1491,UP000002143,,0,,0,,,,Enterobacteria phage PRD1,14927,0,0,10658,Enterobacteria phage PRD1,,viruses,0,0,1,1,2018-03-12T16:45:28.000Z,2018-06-16T11:40:44.000Z,1731962247.2272599,clF76/ImxFg2+w
1492,UP000002145,GCA_000015865.1,1,,,ASM1586v1,complete-genome,PRJNA314,ASM1586v1 assembly for Ruminiclostridium thermocellum ATCC 27405,3843301,3843301,0,203119,Ruminiclostridium thermocellum ATCC 27405,,bacteria,426,37,0,1,2017-04-04T18:14:56.000Z,2024-09-10T04:55:44.000Z,1731962247.2272599,aA15aGJ9vCFymQ
1493,UP000002146,GCA_000015825.1,1,,,ASM1582v1,complete-genome,PRJNA16330,ASM1582v1 assembly for Methanoculleus marisnigri JR1,2478101,2478101,0,368407,Methanoculleus marisnigri JR1,,archaea,0,0,0,0,2017-04-04T18:14:55.000Z,2020-04-23T11:51:31.000Z,1731962247.2272599,7ZMpVu1TgFn3+w
1494,UP000002147,GCA_000870645.1,1,,,ViralProj19157,complete-genome,PRJNA485481,,42572,,,424944,Salmonella phage SETP3,,viruses,0,0,0,1,2024-06-27T09:51:28.000Z,2024-09-02T20:20:47.000Z,1731962247.2272599,XxhF+6WSeCXTpQ
1495,UP000002148,GCA_000014205.1,1,,,ASM1420v1,complete-genome,PRJNA13942,ASM1420v1 assembly for Streptococcus sanguinis SK36,2388435,2388435,0,388919,Streptococcus sanguinis SK36,,bacteria,103,34,1,0,2017-04-04T18:14:55.000Z,2024-09-10T04:43:00.000Z,1731962247.2272599,hZ3AvEL3oRXrIA
1496,UP000002149,GCA_000091045.1,1,,,ASM9104v1,chromosome,PRJNA13856,ASM9104v1 assembly for Cryptococcus neoformans var. neoformans JEC21,19051922,19050125,0,214684,Cryptococcus neoformans var. neoformans JEC21,,eukaryota,103,19,1,1,2017-04-04T18:14:55.000Z,2024-09-10T04:55:44.000Z,1731962247.2272599,jt6R5z/1h4WBWA
1497,UP000002150,,0,,0,,,,Acidianus two-tailed virus,62730,0,0,315953,Acidianus two-tailed virus,,viruses,0,0,1,1,2018-03-12T16:56:30.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,/oK/F2DhEWZCtQ
1498,UP000002151,,0,,0,,,,Clostridium phage phiC2,56538,0,0,262071,Clostridium virus phiC2,,viruses,0,0,0,1,2018-03-12T16:56:30.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,PSSN/zwM8U4B9g
1499,UP000002156,GCA_000019085.1,1,,,ASM1908v1,complete-genome,PRJNA13901,ASM1908v1 assembly for Thermoanaerobacter pseudethanolicus ATCC 33223,2362816,2362816,0,340099,Thermoanaerobacter pseudethanolicus ATCC 33223,,bacteria,352,44,0,1,2017-04-04T18:34:13.000Z,2024-09-10T04:55:53.000Z,1731962247.2272599,EySUajnWwhbDDQ
1500,UP000002158,,0,,0,,,,Lactococcus phage asccphi28,18762,0,0,503388,Lactococcus phage asccphi28,,viruses,0,0,0,1,2018-03-12T16:56:31.000Z,2018-06-16T11:40:28.000Z,1731962247.2272599,utMJ/UHWa2fLaQ
1501,UP000002166,GCA_000026405.1,1,,,ASM2640v1,complete-genome,PRJNA16062,ASM2640v1 assembly for Leuconostoc citreum KM20,1896614,1896614,0,349519,Leuconostoc citreum KM20,,bacteria,0,0,0,1,2017-04-04T18:13:35.000Z,2024-09-10T04:55:53.000Z,1731962247.2272599,I2epsJO3KVE0Iw
1502,UP000002168,GCA_000019525.1,1,,,ASM1952v1,complete-genome,PRJNA17455,ASM1952v1 assembly for Shewanella woodyi ATCC 51908,5935403,5935403,0,392500,Shewanella woodyi ATCC 51908,,bacteria,192,40,0,1,2017-04-04T18:13:34.000Z,2024-09-10T04:55:55.000Z,1731962247.2272599,+yNTLxANZ51FFQ
1503,UP000002171,GCA_000153345.1,1,AAOW01000000,1,ASM15334v1,,PRJNA13561,ASM15334v1 assembly for Neptuniibacter caesariensis,3924755,3873219,0,207954,Neptuniibacter caesariensis,,bacteria,62,20,0,1,2018-03-12T16:55:40.000Z,2022-10-29T17:53:38.000Z,1731962247.2272599,luxIP/l+h4O2YQ
1504,UP000002172,GCA_000153385.1,1,AAPD01000000,1,ASM15338v1,,PRJNA13604,ASM15338v1 assembly for Flavobacteria bacterium BBFL7,3103424,3083153,0,156586,Flavobacteria bacterium BBFL7,,bacteria,48,19,0,1,2018-03-12T16:55:40.000Z,2024-09-10T04:55:37.000Z,1731962247.2272599,mfOetQU6MZk2Hw
1505,UP000002173,,,AAXT01000000,1,ASM16539v1,,,"Babesia bovis is a unicellular eukaryote belonging to the Apicomplexa. It is a tick-borne hemoparasite infecting cattle which causes babeosis or tick fever. Babeosis has also been described in humans, following infection by related species within the genus Babesia. B. bovis was the first protozoan reported to be transmitted by arthropods. Its life cycle is complex, involving stages in both vector and mammalian hosts; in this regard, as well as in the symptoms caused, B. bovis shows similarities to other apicomplexan hemoparasites like Theileria parva and Plasmodium falciparum.

The genome sequence of isolate T2Bo was published in 2007. It comprises 8.2 Mb containing about 4,000 predicted protein-coding genes.",8179706,,,5865,Babesia bovis,,eukaryota,0,0,1,1,2017-05-15T11:10:10.000Z,2024-09-10T04:51:54.000Z,1731962247.2272599,Hf5BTB+29Q7QvQ
1506,UP000002174,,0,,0,,,,Lactobacillus johnsonii prophage Lj771,40881,0,0,139871,Lactobacillus johnsonii prophage Lj771,,viruses,3,1,0,1,2018-03-12T16:55:39.000Z,2018-06-16T11:40:43.000Z,1731962247.2272599,2fDFYqOE9fpdTw
1507,UP000002175,,0,,0,,,,Azospirillum brasilense bacteriophage Cd,62337,0,0,467481,Azospirillum brasilense bacteriophage Cd,,viruses,0,0,0,1,2018-03-12T16:55:39.000Z,2018-06-16T11:40:43.000Z,1731962247.2272599,dUGgiA7s3ydicA
1508,UP000002176,,0,,0,,,,Mycobacterium phage Brujita,47057,0,0,561996,Mycobacterium virus Brujita,,viruses,0,0,0,1,2018-03-12T16:55:39.000Z,2018-06-16T11:40:37.000Z,1731962247.2272599,kDvsr88hIK39PQ
1509,UP000002181,,0,,0,,,,Mycobacterium phage Ramsey,58578,0,0,563123,Mycobacterium virus Ramsey,,viruses,0,0,0,1,2018-03-12T16:41:17.000Z,2018-06-16T11:41:01.000Z,1731962247.2272599,5G8y6EpnKpnlOQ
1510,UP000002182,,0,,0,,,,Mycobacterium phage Pacc40,58554,0,0,563122,Mycobacterium virus Pacc40,,viruses,0,0,0,1,2018-03-12T16:41:17.000Z,2018-06-16T11:41:01.000Z,1731962247.2272599,6foiZZwQqHJx0Q
1511,UP000002184,,0,,0,,,,Mycobacterium phage Fruitloop,58471,0,0,563119,Mycobacterium virus Fruitloop,,viruses,0,0,0,1,2018-03-12T16:41:17.000Z,2018-06-16T11:41:01.000Z,1731962247.2272599,S18ZSY8UMK2m8Q
1512,UP000002185,GCA_000092605.1,1,,,ASM9260v1,complete-genome,PRJNA33641,ASM9260v1 assembly for Thiomonas intermedia K12,3462095,3462095,0,75379,Thiomonas intermedia K12,,bacteria,0,0,0,1,2017-04-04T18:06:34.000Z,2024-09-10T04:54:42.000Z,1731962247.2272599,lqNyLasRtV4wgA
1513,UP000002186,GCA_000021765.1,1,,,ASM2176v1,complete-genome,PRJNA20091,ASM2176v1 assembly for Thauera sp. MZ1T,4574586,4574586,0,85643,Thauera sp. MZ1T,,bacteria,89,25,0,1,2017-04-04T18:06:38.000Z,2024-09-09T21:22:32.000Z,1731962247.2272599,8aSU4JpYY66Wbg
1514,UP000002187,GCA_000022645.2,2,,,ASM2264v1,complete-genome,PRJNA33901,ASM2264v1 assembly for Burkholderia glumae BGR1,7284636,7284636,0,626418,Burkholderia glumae BGR1,,bacteria,160,54,0,1,2017-04-04T18:06:35.000Z,2024-09-10T04:56:00.000Z,1731962247.2272599,T4iavzB6Bq7qLg
1515,UP000002191,GCA_000176915.2,2,,,ASM17691v2,complete-genome,PRJNA37869,ASM17691v2 assembly for Desulfovibrio aespoeensis Aspo-2,3629109,3629109,0,643562,Desulfovibrio aespoeensis Aspo-2,,bacteria,0,0,0,1,2017-04-04T18:26:12.000Z,2024-09-10T04:56:01.000Z,1731962247.2272599,JVLYA/G0fMEfpQ
1516,UP000002192,GCA_000043285.1,1,,,ASM4328v1,complete-genome,PRJNA443,ASM4328v1 assembly for Candidatus Blochmannia floridanus,705557,705557,0,203907,Candidatus Blochmannia floridanus,,bacteria,0,0,0,1,2017-04-04T18:24:47.000Z,2024-09-10T04:55:44.000Z,1731962247.2272599,3wIOzHs+KXyFog
1517,UP000002194,GCA_000195755.1,1,,,ASM19575v1,complete-genome,PRJNA51,ASM19575v1 assembly for Desulfovibrio vulgaris str. Hildenborough,3773159,3773159,0,882,Desulfovibrio vulgaris str. Hildenborough,,bacteria,99,21,1,1,2017-04-04T18:25:39.000Z,2024-09-09T21:15:21.000Z,1731962247.2272599,b70cZZFsGk0UiA
1518,UP000002195,GCA_000004695.1,1,AAFI02000000,2,dicty_2.7,,PRJNA201,dicty_2.7 assembly for Dictyostelium discoideum AX4,34134454,34111454,0,352472,Dictyostelium discoideum AX4,,eukaryota,513,42,1,1,2018-03-12T16:59:28.000Z,2024-09-10T04:42:38.000Z,1731962247.2272599,yCEHwvgh4iX6XQ
1519,UP000002196,GCA_000006865.1,1,,,ASM686v1,complete-genome,PRJNA72,ASM686v1 assembly for Lactococcus lactis subsp. lactis Il1403,2365589,2365589,0,272623,Lactococcus lactis subsp. lactis Il1403,,bacteria,119,38,1,1,2017-04-04T18:24:25.000Z,2024-09-10T04:55:49.000Z,1731962247.2272599,O4wbnq5k60rQlw
1520,UP000002198,GCA_000195815.1,1,,0,ASM19581v1,,PRJNA87,ASM19581v1 assembly for Corynebacterium diphtheriae NCTC 13129,2488635,2488635,0,257309,Corynebacterium diphtheriae NCTC 13129,,bacteria,80,18,0,1,2018-03-12T16:51:49.000Z,2024-09-10T04:41:19.000Z,1731962247.2272599,5f5apPKRYH5v7A
1521,UP000002199,GCA_000008665.1,1,,,ASM866v1,complete-genome,PRJNA104,ASM866v1 assembly for Archaeoglobus fulgidus DSM 4304,2178400,2178400,0,224325,Archaeoglobus fulgidus DSM 4304,,archaea,98,20,1,1,2017-04-04T18:26:12.000Z,2024-09-10T04:40:28.000Z,1731962247.2272599,GRDT6LZkYkgzSQ
